endTime,artistName,trackName,msPlayed,genres
2023-02-22 14:19,Nirvana,Something In The Way,34506,"['grunge', 'permanent wave', 'rock']"
2023-02-22 14:19,Ellie Goulding,This Love (Will Be Your Downfall),47328,"['indietronica', 'metropopolis', 'pop', 'uk pop']"
2023-02-22 14:19,Talking Heads,Pull up the Roots - 2005 Remaster,1045,"['alternative rock', 'art punk', 'dance rock', 'funk rock', 'new wave', 'permanent wave', 'post-punk', 'rock', 'zolo']"
2023-02-22 14:20,AC/DC,Beating Around the Bush,543,"['australian rock', 'hard rock', 'rock']"
2023-02-22 14:21,Rod Stewart,Body Wishes - 2008 Remaster,0,"['mellow gold', 'soft rock']"
2023-02-22 14:21,Bonnie Tyler,Total Eclipse of the Heart,2826,"['europop', 'new wave pop', 'soft rock']"
2023-02-22 14:21,Sia,Elastic Heart - Piano Version,0,"['australian dance', 'australian pop', 'pop']"
2023-02-22 14:21,Melanie Martinez,Pity Party,0,"['alt z', 'electropop', 'pop']"
2023-02-22 14:21,Kool & The Gang,Open Sesame,0,"['disco', 'funk', 'motown', 'soft rock', 'soul']"
2023-02-22 14:21,Nirvana,Polly - Live At Del Mar B-Side,640,"['grunge', 'permanent wave', 'rock']"
2023-02-22 14:21,Outkast,Vibrate,0,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap', 'southern hip hop']"
2023-02-22 14:21,Survivor,I'm Not That Man Anymore,0,"['album rock', 'glam metal', 'hard rock', 'soft rock']"
2023-02-22 14:21,Husky,Hundred Dollar Suit,202,['nashville sound']
2023-02-22 14:21,Nirvana,Scentless Apprentice,68394,"['grunge', 'permanent wave', 'rock']"
2023-02-22 14:21,Madonna,Into the Groove - Edit,266,"['dance pop', 'pop']"
2023-02-22 14:21,Britney Spears,Overprotected - Radio Edit,1397,"['dance pop', 'pop']"
2023-02-22 14:24,Yiruma,Embrace of Silence,173000,"['korean instrumental', 'neo-classical', 'new age piano']"
2023-02-22 14:29,Sungha Jung,Zen Zen Zense,288339,"['acoustic guitar cover', 'fingerstyle', 'viral pop']"
2023-02-22 14:33,Andy McKee,Africa,256520,"['fingerstyle', 'instrumental bluegrass']"
2023-02-22 14:50,Eiro Nareth,Careless Whisper,85,['acoustic guitar cover']
2023-02-22 14:54,Mac Miller,Jet Fuel,5249,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap']"
2023-02-22 14:54,Frankie Valli,Can't Take My Eyes off You,203680,"['adult standards', 'bubblegum pop', 'doo-wop', 'lounge', 'northern soul', 'rock-and-roll', 'rockabilly']"
2023-02-22 14:57,Conan Gray,Fight or Flight,171480,"['bedroom pop', 'pop', 'pov: indie']"
2023-02-22 15:01,gnash,feelings fade,240000,"['alt z', 'pop']"
2023-02-22 15:03,Lionel Richie,Endless Love,125418,"['disco', 'soft rock']"
2023-02-22 15:05,Harris Jayaraj,Venpaniye,130720,['filmi']
2023-02-22 15:08,Prince,Something in the Water (Does Not Compute),2463,"['bachata', 'latin hip hop', 'latin pop', 'urbano latino']"
2023-02-22 15:08,Mac Miller,Love Lost,9424,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap']"
2023-02-22 15:08,Mac Miller,Love Lost,162875,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap']"
2023-02-22 15:12,Yiruma,River Flows in You - 'f r a m e' Version,239750,"['korean instrumental', 'neo-classical', 'new age piano']"
2023-02-22 16:33,Alexandr Misko,Billie Jean,171805,['acoustic guitar cover']
2023-02-22 16:35,Kodaline,All I Want,305746,"['irish pop', 'modern rock']"
2023-02-22 16:38,TVN,1%,181333,[]
2023-02-22 16:42,((( O ))),iFeel,269638,['experimental hip hop']
2023-02-22 20:19,anders,With or Without,167477,"['escape room', 'hip hop', 'indie soul', 'neo soul']"
2023-02-22 23:41,The Weeknd,Blinding Lights,6720,"['canadian contemporary r&b', 'canadian pop', 'pop']"
2023-02-22 23:41,Hrishikesh Ranade,Jara Jara,40320,['marathi pop']
2023-02-22 23:41,The Weeknd,Call Out My Name,24116,"['canadian contemporary r&b', 'canadian pop', 'pop']"
2023-02-22 23:45,Shankar Mahadevan,Tere Naina,255721,['filmi']
2023-02-22 23:45,The Weeknd,In Your Eyes,8269,"['canadian contemporary r&b', 'canadian pop', 'pop']"
2023-02-22 23:45,The Weeknd,Save Your Tears,1087,"['canadian contemporary r&b', 'canadian pop', 'pop']"
2023-02-22 23:45,The Psychedelic Furs,Love My Way,1941,"['alternative rock', 'new romantic', 'new wave', 'new wave pop', 'post-punk']"
2023-02-22 23:46,Wolftyla,All Tinted,1130,['trap queen']
2023-02-22 23:46,Khalid,Location,4821,"['pop', 'pop r&b']"
2023-02-22 23:50,Amit Trivedi,Madhubala,243333,"['filmi', 'modern bollywood']"
2023-02-22 23:53,Post Malone,Better Now,231266,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2023-02-22 23:57,Post Malone,Stay,204426,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2023-02-23 00:00,Post Malone,Candy Paint,200262,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2023-02-23 00:01,Post Malone,Candy Paint,38317,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2023-02-23 00:05,Lana Del Rey,Diet Mountain Dew,222920,"['art pop', 'pop']"
2023-02-23 00:08,Sam Wills,Traingazing,214159,['uk contemporary r&b']
2023-02-23 00:12,Lana Del Rey,Wild At Heart,246609,"['art pop', 'pop']"
2023-02-23 00:16,The Neighbourhood,Stargazing,217026,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie']"
2023-02-23 00:19,Mac Miller,Circles,170360,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap']"
2023-02-23 01:40,Mac Miller,I Can See,1343,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap']"
2023-02-23 01:40,Arijit Singh,Roke Na Ruke Naina,278401,"['filmi', 'modern bollywood']"
2023-02-23 01:44,Jubin Nautiyal,Bawara Mann,21013,"['filmi', 'hare krishna', 'modern bollywood']"
2023-02-23 01:44,Tanishk Bagchi,"Bolna (From ""Kapoor & Sons (Since 1921)"")",207232,"['desi pop', 'filmi', 'modern bollywood']"
2023-02-23 01:48,Shankar Mahadevan,Tere Naina,255721,['filmi']
2023-02-23 01:55,Mac Miller,Surf,28952,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap']"
2023-02-23 02:01,The Lumineers,Sleep On The Floor,6795,"['folk-pop', 'modern rock', 'stomp and holler']"
2023-02-23 02:01,Shankar-Ehsaan-Loy,Sajdaa,365706,"['filmi', 'modern bollywood']"
2023-02-23 02:07,Amit Trivedi,Namo Namo,322250,"['filmi', 'modern bollywood']"
2023-02-23 02:09,The Lumineers,Ophelia,160097,"['folk-pop', 'modern rock', 'stomp and holler']"
2023-02-23 02:14,John Mayer,I Don't Trust Myself (With Loving You),220775,"['neo mellow', 'singer-songwriter']"
2023-02-23 05:25,Mac Miller,Good News,178891,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap']"
2023-02-23 05:25,Mariah Carey,Fantasy,6570,"['dance pop', 'pop', 'urban contemporary']"
2023-02-23 19:17,John Mayer,I Don't Trust Myself (With Loving You),3946,"['neo mellow', 'singer-songwriter']"
2023-02-23 21:17,A.R. Rahman,Arima Arima,199988,['filmi']
2023-02-23 21:21,Vishal Dadlani,Adhoore,264210,"['filmi', 'modern bollywood']"
2023-02-23 21:22,.clouds,cozy mornings,40079,['sleep']
2023-02-23 21:26,Jubin Nautiyal,"Bawara Mann (From ""Jolly Ll.B 2"")",216073,"['filmi', 'hare krishna', 'modern bollywood']"
2023-02-23 21:29,Sasha Alex Sloan,Dancing With Your Ghost,197732,['alt z']
2023-02-23 21:34,Mac Miller,Stay,319135,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap']"
2023-02-23 21:34,Mac Miller,My Favorite Part,15477,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap']"
2023-02-23 21:34,Mac Miller,My Favorite Part,1685,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap']"
2023-02-23 21:38,Mariah Carey,Fantasy,191018,"['dance pop', 'pop', 'urban contemporary']"
2023-02-23 21:53,Alina Baraz,Fantasy,217259,['etherpop']
2023-02-23 21:56,Jenevieve,Baby Powder,176760,['alternative r&b']
2023-02-23 21:58,Alina Baraz,Fantasy,6229,['etherpop']
2023-02-23 21:58,DPR IAN,zombie pop,114380,['k-rap']
2023-02-23 22:03,Mac Ayres,Easy,314357,['chill r&b']
2023-02-23 22:07,Bruno Mars,Leave The Door Open,242096,"['dance pop', 'pop']"
2023-02-23 22:10,Funky Notes,Fave Thing,184000,[]
2023-02-23 22:17,Harry Styles,Fine Line,377960,['pop']
2023-02-23 22:21,Doja Cat,Freak,284480,"['dance pop', 'pop']"
2023-02-23 22:24,Khalid,Outta My Head (with John Mayer),177066,"['pop', 'pop r&b']"
2023-02-23 22:29,FKJ,Skyline,249847,"['filter house', 'indie soul']"
2023-02-23 22:34,FKJ,Vibin' Out,311837,"['filter house', 'indie soul']"
2023-02-23 22:37,FKJ,Why Are There Boundaries,182445,"['filter house', 'indie soul']"
2023-02-23 22:40,Daniel Caesar,Best Part (feat. H.E.R.),209831,['canadian contemporary r&b']
2023-02-23 22:43,benny blanco,Eastside (with Halsey & Khalid),170769,['pop']
2023-02-23 22:47,HYBS,Go Higher,208264,[]
2023-02-23 22:50,Post Malone,Goodbyes (feat. Young Thug),174853,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2023-02-23 23:47,Harry Styles,Matilda,111783,['pop']
2023-02-23 23:53,Mac Ayres,Easy,314357,['chill r&b']
2023-02-23 23:55,DPR LIVE,Text Me,177342,['korean r&b']
2023-02-24 02:31,Post Malone,Circles,18654,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2023-02-24 02:31,Shreya Ghoshal,"Silsila Ye Chahat Ka - From ""Devdas""",326893,"['filmi', 'modern bollywood']"
2023-02-24 02:38,Udit Narayan,"Chalak Chalak - From ""Devdas""",4330,"['chutney', 'filmi', 'odia pop']"
2023-02-24 02:38,Birju Maharaj,"Kaahe Chhed - From ""Devdas""",1898,['hindustani vocal']
2023-02-24 02:38,Udit Narayan,"Woh Chand Jaisi Ladki - From ""Devdas""",3306,"['chutney', 'filmi', 'odia pop']"
2023-02-24 02:38,Udit Narayan,"Bairi Piya - From ""Devdas""",103103,"['chutney', 'filmi', 'odia pop']"
2023-02-24 02:39,Jaspinder Narula,"Morey Piya - From ""Devdas""",5610,"['classic bollywood', 'filmi']"
2023-02-24 02:39,Shreya Ghoshal,"Silsila Ye Chahat Ka - From ""Devdas""",895,"['filmi', 'modern bollywood']"
2023-02-24 02:39,Kavita Krishnamurthy,"Dola Re Dola - From ""Devdas""",6634,"['classic bollywood', 'filmi']"
2023-02-24 02:39,Raghab Chatterjee,"Dev's Last Journey - The Theme - From ""Devdas""",746,[]
2023-02-24 02:42,Kavita Krishnamurthy,"Maar Daala - From ""Devdas""",185557,"['classic bollywood', 'filmi']"
2023-02-24 02:47,Lolo Zouaï,Caffeine,54085,['alternative r&b']
2023-02-24 02:48,Sadhana Sargam,Aao Naa,388000,"['classic bollywood', 'filmi', 'hare krishna']"
2023-02-24 02:49,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,69740,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2023-02-24 02:50,A.R. Rahman,Jashn-E-Bahaaraa,960,['filmi']
2023-02-24 02:50,Sohail Rana,Aaj Jane Ki Zid Na Karo,13418,['canadian soundtrack']
2023-02-24 02:50,Sadhana Sargam,Aao Naa,2986,"['classic bollywood', 'filmi', 'hare krishna']"
2023-02-24 02:51,Udit Narayan,Achchi Lagti Ho,97088,"['chutney', 'filmi', 'odia pop']"
2023-02-24 02:52,A.R. Rahman,Ay Hairathe,4736,['filmi']
2023-02-24 03:29,Sadhana Sargam,Aao Naa,53930,"['classic bollywood', 'filmi', 'hare krishna']"
2023-02-24 03:36,Shaan,Kuch Naa Kaho,938,"['filmi', 'modern bollywood']"
2023-02-24 03:36,Post Malone,Wow.,15532,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2023-02-24 03:36,Sadhana Sargam,Aao Naa,388000,"['classic bollywood', 'filmi', 'hare krishna']"
2023-02-24 03:43,A.R. Rahman,Tere Bina,4501,['filmi']
2023-02-24 03:43,Lana Del Rey,Art Deco,1801,"['art pop', 'pop']"
2023-02-24 03:43,A.R. Rahman,Inn Lamhon Ke Daaman Mein,397826,['filmi']
2023-02-24 03:46,Shaan,Kuch Naa Kaho,194304,"['filmi', 'modern bollywood']"
2023-02-24 03:48,Udit Narayan,Meri Sanson Mein,87594,"['chutney', 'filmi', 'odia pop']"
2023-02-24 03:48,Pritam,"Bulleya (From ""Ae Dil Hai Mushkil"")",874,"['filmi', 'indian instrumental', 'modern bollywood']"
2023-02-24 03:53,A.R. Rahman,Jashn-E-Bahaaraa,315173,['filmi']
2023-02-24 03:57,Doja Cat,Streets,226986,"['dance pop', 'pop']"
2023-02-24 03:57,Beyoncé,Ave Maria,32840,"['pop', 'r&b']"
2023-02-24 03:57,Shawn Mendes,It'll Be Okay,1749,"['canadian pop', 'pop', 'viral pop']"
2023-02-24 04:01,Emotional Oranges,West Coast Love,215386,['indie r&b']
2023-02-24 04:05,Two Another,Keeping Me Under,218926,['indie soul']
2023-02-24 04:08,Conan Gray,Heather,198040,"['bedroom pop', 'pop', 'pov: indie']"
2023-02-24 04:10,Fujii Kaze,きらり,124546,['japanese teen pop']
2023-02-24 04:15,Masego,Tadow,301893,"['alternative r&b', 'indie soul']"
2023-02-24 04:19,Lana Del Rey,Lust For Life (with The Weeknd),257905,"['art pop', 'pop']"
2023-02-24 04:19,Lana Del Rey,Lust For Life (with The Weeknd),6703,"['art pop', 'pop']"
2023-02-24 04:19,Lana Del Rey,Change,508,"['art pop', 'pop']"
2023-02-24 04:20,A.R. Rahman,Jashn-E-Bahaaraa,543,['filmi']
2023-02-24 04:20,Hearts & Colors,Lying To Myself,906,[]
2023-02-24 04:20,ZAYN,River Road,608,"['pop', 'uk pop']"
2023-02-24 04:20,Masego,Sunday Vibes,671,"['alternative r&b', 'indie soul']"
2023-02-24 04:20,Bruno Major,Easily,565,['singer-songwriter pop']
2023-02-24 04:20,Jazzinuf,Soul Mates,1461,['chillhop']
2023-02-24 04:20,HONNE,no song without you,650,['uk pop']
2023-02-24 04:20,Ethan Hodges,Slipping Through My Fingers,533,[]
2023-02-24 04:20,Lana Del Rey,Cinnamon Girl,661,"['art pop', 'pop']"
2023-02-24 04:20,Tame Impala,Borderline,480,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']"
2023-02-24 04:20,HYBS,Ride,629,[]
2023-02-24 04:20,dhruv,double take,608,['nyc pop']
2023-02-24 04:20,dhruv,airplane thoughts,554,['nyc pop']
2023-02-24 04:20,dhruv,moonlight,757,['nyc pop']
2023-02-24 04:28,Mac Ayres,Easy,405557,['chill r&b']
2023-02-24 04:36,The Weeknd,Die For You,381359,"['canadian contemporary r&b', 'canadian pop', 'pop']"
2023-02-24 04:37,The Weeknd,I Feel It Coming,48965,"['canadian contemporary r&b', 'canadian pop', 'pop']"
2023-02-24 04:42,Lana Del Rey,Fuck it I love you,342090,"['art pop', 'pop']"
2023-02-24 04:43,Lana Del Rey,Wild At Heart,10485,"['art pop', 'pop']"
2023-02-24 04:47,Lana Del Rey,Summer Bummer (feat. A$AP Rocky & Playboi Carti),260672,"['art pop', 'pop']"
2023-02-24 04:50,Nicky Youre,Sunroof,2639,['singer-songwriter pop']
2023-02-24 04:50,Lady Gaga,Look What I Found,175240,"['art pop', 'dance pop', 'pop']"
2023-02-24 05:04,Mac Ayres,Easy,573262,['chill r&b']
2023-02-24 05:06,Jeremy Zucker,supercuts,4968,"['alt z', 'electropop', 'pop']"
2023-02-24 05:10,Mac Ayres,Easy,258229,['chill r&b']
2023-02-24 05:13,Lady Gaga,Look What I Found,175240,"['art pop', 'dance pop', 'pop']"
2023-02-24 05:15,Mac Miller,Self Care,140473,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap']"
2023-02-24 05:25,Lana Del Rey,Norman fucking Rockwell,47882,"['art pop', 'pop']"
2023-02-24 05:28,Lana Del Rey,Fuck it I love you,222752,"['art pop', 'pop']"
2023-02-24 05:29,Doja Cat,Freak,58293,"['dance pop', 'pop']"
2023-02-24 05:33,Harry Styles,Matilda,233595,['pop']
2023-02-24 05:35,Absofacto,Dissolve,83034,['shimmer psych']
2023-02-24 05:36,FKJ,Why Are There Boundaries,72202,"['filter house', 'indie soul']"
2023-02-24 06:50,Ethan Hodges,Slipping Through My Fingers,220063,[]
2023-02-24 13:02,Alexandr Misko,Careless Whisper,1162,['acoustic guitar cover']
2023-02-24 13:06,Post Malone,I Like You (A Happier Song) (with Doja Cat),14523,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2023-02-24 13:06,Lana Del Rey,Video Games,874,"['art pop', 'pop']"
2023-02-24 13:06,Eiro Nareth,Careless Whisper,260645,['acoustic guitar cover']
2023-02-24 13:06,Harry Hudson,Yellow Lights,810,['pop r&b']
2023-02-24 13:06,FKJ,Ylang Ylang,661,"['filter house', 'indie soul']"
2023-02-24 13:06,Lana Del Rey,Venice Bitch,906,"['art pop', 'pop']"
2023-02-24 13:06,FKJ,10 Years Ago,1322,"['filter house', 'indie soul']"
2023-02-24 13:07,Eiro Nareth,Careless Whisper,17941,['acoustic guitar cover']
2023-02-24 13:10,FKJ,Ylang Ylang,213000,"['filter house', 'indie soul']"
2023-02-24 13:14,FKJ,Go Back Home,235000,"['filter house', 'indie soul']"
2023-02-24 13:16,Col3trane,Perfect Timing,142871,"['alternative r&b', 'uk contemporary r&b']"
2023-02-24 13:19,FKJ,G.F. - Just Piano Version,128374,"['filter house', 'indie soul']"
2023-02-24 13:22,FKJ,Sundays - Just Piano Version,212158,"['filter house', 'indie soul']"
2023-02-24 13:27,FKJ,Losing My Way,259200,"['filter house', 'indie soul']"
2023-02-24 13:29,FKJ,Better Give U Up,122521,"['filter house', 'indie soul']"
2023-02-24 13:33,Mariah Carey,Fantasy,243493,"['dance pop', 'pop', 'urban contemporary']"
2023-02-24 13:45,Shaarib Toshi,"Bandeya (feat. Arijit Singh) - From ""Dil Juunglee""",6385,"['filmi', 'modern bollywood']"
2023-02-24 13:50,Mariah Carey,Fantasy,279456,"['dance pop', 'pop', 'urban contemporary']"
2023-02-24 13:53,Conan Gray,Heather,198040,"['bedroom pop', 'pop', 'pov: indie']"
2023-02-24 14:03,The Weeknd,Heartless,117470,"['canadian contemporary r&b', 'canadian pop', 'pop']"
2023-02-24 14:07,Prateek Kuhad,cold/mess,281218,"['desi pop', 'folk-pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']"
2023-02-24 14:08,Prateek Kuhad,cold/mess,4756,"['desi pop', 'folk-pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']"
2023-02-24 14:13,Pritam,Tune Jo Na Kaha,310073,"['filmi', 'indian instrumental', 'modern bollywood']"
2023-02-24 14:14,Kaavish,Faasle,11879,"['classic pakistani pop', 'ghazal', 'pakistani pop', 'pakistani rock', 'sufi']"
2023-02-24 14:18,Pritam,Darasal,274354,"['filmi', 'indian instrumental', 'modern bollywood']"
2023-02-24 14:23,Pritam,Darasal,274354,"['filmi', 'indian instrumental', 'modern bollywood']"
2023-02-24 14:27,Pritam,Darasal,274354,"['filmi', 'indian instrumental', 'modern bollywood']"
2023-02-24 14:28,Pritam,Darasal,3383,"['filmi', 'indian instrumental', 'modern bollywood']"
2023-02-24 14:31,Atif Aslam,Woh Mere Bin,5218,"['classic pakistani pop', 'filmi', 'modern bollywood', 'sufi']"
2023-02-24 14:31,Atif Aslam,Jeena Jeena,228969,"['classic pakistani pop', 'filmi', 'modern bollywood', 'sufi']"
2023-02-24 14:36,Atif Aslam,Tera Hone Laga Hoon,299827,"['classic pakistani pop', 'filmi', 'modern bollywood', 'sufi']"
2023-02-24 14:37,Atif Aslam,Zindagi Aa Raha Hoon Main,7075,"['classic pakistani pop', 'filmi', 'modern bollywood', 'sufi']"
2023-02-24 14:40,Atif Aslam,Jab Koi Baat - Recreated,192228,"['classic pakistani pop', 'filmi', 'modern bollywood', 'sufi']"
2023-02-24 14:40,Tulsi Kumar,Paniyon Sa Lofi Mix,7985,"['filmi', 'modern bollywood']"
2023-02-24 17:35,Atif Aslam,Be Intehaan,264224,"['classic pakistani pop', 'filmi', 'modern bollywood', 'sufi']"
2023-02-24 17:40,Atif Aslam,Dil Meri Na Sune,853,"['classic pakistani pop', 'filmi', 'modern bollywood', 'sufi']"
2023-02-24 17:40,Atif Aslam,Jeene Laga Hoon,6835,"['classic pakistani pop', 'filmi', 'modern bollywood', 'sufi']"
2023-02-24 17:40,Atif Aslam,Rafta Rafta,2773,"['classic pakistani pop', 'filmi', 'modern bollywood', 'sufi']"
2023-02-24 17:40,Pritam,Tu Jaane Naa (Lofi Mix),320,"['filmi', 'indian instrumental', 'modern bollywood']"
2023-02-24 17:40,Atif Aslam,Tajdar-E-Haram Coke Studio Season 8,757,"['classic pakistani pop', 'filmi', 'modern bollywood', 'sufi']"
2023-02-24 17:40,Atif Aslam,Toota Jo Kabhi Tara,0,"['classic pakistani pop', 'filmi', 'modern bollywood', 'sufi']"
2023-02-24 17:40,Atif Aslam,O'Meri Laila,64,"['classic pakistani pop', 'filmi', 'modern bollywood', 'sufi']"
2023-02-24 17:40,Vishal-Shekhar,Dil Diyan Gallan,260536,"['filmi', 'modern bollywood']"
2023-02-24 17:40,Atif Aslam,Tera Hone Laga Hoon,1173,"['classic pakistani pop', 'filmi', 'modern bollywood', 'sufi']"
2023-02-24 17:40,Atif Aslam,Woh Lamhe Woh Baatein,960,"['classic pakistani pop', 'filmi', 'modern bollywood', 'sufi']"
2023-02-24 17:40,Atif Aslam,Moonrise,1215,"['classic pakistani pop', 'filmi', 'modern bollywood', 'sufi']"
2023-02-24 17:40,Atif Aslam,Sajan Das Na,0,"['classic pakistani pop', 'filmi', 'modern bollywood', 'sufi']"
2023-02-24 17:40,Amrita Singh,Valentine's Mashup 2019,842,[]
2023-02-24 18:01,Atif Aslam,Pehli Dafa,203904,"['classic pakistani pop', 'filmi', 'modern bollywood', 'sufi']"
2023-02-24 18:01,Benny Dayal,Tu Meri Dost Hain,18335,"['filmi', 'modern bollywood']"
2023-02-24 18:06,A.R. Rahman,Death Sentence,5802,['filmi']
2023-02-24 19:02,Mariah Carey,Fantasy,46229,"['dance pop', 'pop', 'urban contemporary']"
2023-02-24 19:13,Mac Miller,Love Lost,4320,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap']"
2023-02-24 19:56,Mariah Carey,Fantasy,159104,"['dance pop', 'pop', 'urban contemporary']"
2023-02-24 19:56,Prateek Kuhad,cold/mess,202,"['desi pop', 'folk-pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']"
2023-02-24 20:00,Prateek Kuhad,cold/mess,281218,"['desi pop', 'folk-pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']"
2023-02-24 20:05,Mac Miller,Stay,297011,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap']"
2023-02-24 20:05,Khalid,Location,4160,"['pop', 'pop r&b']"
2023-02-24 20:09,Mac Miller,My Favorite Part,216000,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap']"
2023-02-24 20:13,Mac Miller,I Can See,220853,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap']"
2023-02-24 20:14,Mac Miller,Dunno,63288,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap']"
2023-02-24 20:16,Tai Verdes,how deep?,154506,"['modern indie pop', 'singer-songwriter pop']"
2023-02-24 20:17,Tai Verdes,how deep?,7734,"['modern indie pop', 'singer-songwriter pop']"
2023-02-24 20:21,Prateek Kuhad,cold/mess,280191,"['desi pop', 'folk-pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']"
2023-02-24 20:23,Billy Ocean,Love Really Hurts Without You,98261,"['disco', 'mellow gold', 'new romantic', 'new wave pop', 'soft rock', 'yacht rock']"
2023-02-24 20:25,Eric Clapton,Magnolia,116789,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']"
2023-02-24 20:28,Bruno Mars,That's What I Like,206693,"['dance pop', 'pop']"
2023-02-24 20:32,Bruno Major,Easily,210240,['singer-songwriter pop']
2023-02-24 20:36,FKJ,Better Give U Up,256800,"['filter house', 'indie soul']"
2023-02-24 20:38,Palak Muchhal,Chahun Main Ya Naa,113907,"['filmi', 'modern bollywood']"
2023-02-24 20:38,Harry Styles,Adore You,3594,['pop']
2023-02-24 20:41,Lady Gaga,Look What I Found,175240,"['art pop', 'dance pop', 'pop']"
2023-02-24 20:42,Megadeth,Dystopia,37849,"['alternative metal', 'hard rock', 'melodic thrash', 'metal', 'old school thrash', 'rock', 'speed metal', 'thrash metal']"
2023-02-24 20:43,Rajesh Murugesan,Kadhal Yennulle,77077,['mollywood']
2023-02-24 20:48,Rajesh Murugesan,Vaathil Melle,280760,['mollywood']
2023-02-24 20:48,Rajesh Murugesan,Vaathil Melle,13865,['mollywood']
2023-02-24 20:52,Lana Del Rey,High By The Beach,257573,"['art pop', 'pop']"
2023-02-24 20:57,Lana Del Rey,Video Games,281960,"['art pop', 'pop']"
2023-02-24 21:01,Backstreet Boys,Shape of My Heart,230093,"['boy band', 'dance pop', 'pop']"
2023-02-24 21:05,Bruno Major,Easily,210240,['singer-songwriter pop']
2023-02-24 21:06,Yuko Ando,Shogeki,79391,"['anime', 'japanese singer-songwriter']"
2023-02-24 21:09,Arctic Monkeys,I Wanna Be Yours,183956,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']"
2023-02-24 21:11,5 Seconds of Summer,Lie To Me (feat. Julia Michaels),149877,"['boy band', 'pop']"
2023-02-24 21:18,Tame Impala,Let It Happen,411118,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']"
2023-02-24 21:23,Arctic Monkeys,Do I Wanna Know?,272394,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']"
2023-02-24 21:23,Lady Gaga,Heal Me,4727,"['art pop', 'dance pop', 'pop']"
2023-02-24 21:25,Kodaline,All I Want,831,"['irish pop', 'modern rock']"
2023-02-24 21:25,Yiruma,f l o w e r,4309,"['korean instrumental', 'neo-classical', 'new age piano']"
2023-02-24 21:25,Fujii Kaze,きらり,800,['japanese teen pop']
2023-02-24 21:25,Ethan Hodges,Slipping Through My Fingers,83914,[]
2023-02-24 21:25,Eiro Nareth,Careless Whisper,18901,['acoustic guitar cover']
2023-02-24 21:29,Radiohead,Creep,203925,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']"
2023-02-24 21:32,Arijit Singh,Qaafirana,193855,"['filmi', 'modern bollywood']"
2023-02-24 23:27,Rekha Bhardwaj,Mileya Mileya,34605,"['filmi', 'modern bollywood']"
2023-02-24 23:31,Prateek Kuhad,cold/mess,281218,"['desi pop', 'folk-pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']"
2023-02-24 23:32,Mac Miller,I Can See,2400,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap']"
2023-02-24 23:32,Mac Miller,Good News,991,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap']"
2023-02-24 23:32,Mac Miller,Stay,2346,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap']"
2023-02-24 23:32,Mac Miller,My Favorite Part,533,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap']"
2023-02-24 23:32,Prateek Kuhad,cold/mess,4137,"['desi pop', 'folk-pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']"
