endTime,artistName,trackName,msPlayed,genres
2022-12-08 15:11,The Weeknd,Save Your Tears,215626,"['canadian contemporary r&b', 'canadian pop', 'pop']"
2022-12-08 15:17,The Weeknd,Tell Your Friends,334333,"['canadian contemporary r&b', 'canadian pop', 'pop']"
2022-12-08 15:21,The Weeknd,In The Night,235653,"['canadian contemporary r&b', 'canadian pop', 'pop']"
2022-12-08 15:25,The Weeknd,Starboy,230453,"['canadian contemporary r&b', 'canadian pop', 'pop']"
2022-12-08 15:29,The Weeknd,Often,249040,"['canadian contemporary r&b', 'canadian pop', 'pop']"
2022-12-08 15:33,The Weeknd,Hurt You,230026,"['canadian contemporary r&b', 'canadian pop', 'pop']"
2022-12-08 15:37,Gesaffelstein,Lost in the Fire (feat. The Weeknd),130833,['dark clubbing']
2022-12-08 17:09,Lana Del Rey,If You Lie Down With Me,100426,"['art pop', 'pop']"
2022-12-08 20:53,Vishal Chandrashekhar,Piriyadhey,208679,"['tamil pop', 'tollywood']"
2022-12-08 20:54,Vishal Chandrashekhar,Uraiyum Theeyil,89432,"['tamil pop', 'tollywood']"
